transaction_id,account_id,transaction_date,transaction_type,amount,currency,merchant_category,description,channel,status,reference_number
3796,260,2023-04-28,EMI Deduction,993457.08,INR,ATM,EMI Deduction - ATM,ATM,Completed,TXN00003796440
3797,2,2020-07-18,IMPS,470.24,INR,Dining,IMPS - Dining,NEFT,Completed,TXN00003797800
3798,432,2021-10-16,Transfer,8348.8,INR,Travel,Transfer - Travel,ATM,Completed,TXN00003798915
3799,427,2022-04-06,NEFT,2930.12,INR,Utilities,NEFT - Utilities,Internet Banking,Completed,TXN00003799886
3800,412,2022-08-01,ATM Withdrawal,1462832.39,INR,Salary Credit,ATM Withdrawal - Salary Credit,NEFT,Completed,TXN00003800902
3801,411,2021-12-06,UPI,12804.0,INR,Salary Credit,UPI - Salary Credit,POS Terminal,Completed,TXN00003801998
3802,218,2023-07-06,UPI,104757.76,INR,Dining,UPI - Dining,UPI,Completed,TXN00003802298
3803,212,2020-12-18,IMPS,59163.69,INR,Dining,IMPS - Dining,Mobile App,Completed,TXN00003803390
3804,206,2020-01-26,RTGS,136072.41,INR,Shopping,RTGS - Shopping,RTGS,Completed,TXN00003804862
3805,152,2022-05-26,UPI,1301548.19,INR,Shopping,UPI - Shopping,Branch,Completed,TXN00003805671
3806,338,2020-12-28,Debit,906291.07,INR,ATM,Debit - ATM,RTGS,Completed,TXN00003806140
3807,461,2024-05-14,UPI,603445.17,INR,Groceries,UPI - Groceries,POS Terminal,Completed,TXN00003807821
3808,340,2022-05-01,UPI,1168615.3,INR,FD Interest,UPI - FD Interest,UPI,Completed,TXN00003808603
3809,41,2021-04-12,ATM Withdrawal,18861.64,INR,Dining,ATM Withdrawal - Dining,UPI,Failed,TXN00003809189
3810,14,2022-05-18,UPI,1142432.3,INR,ATM,UPI - ATM,NEFT,Completed,TXN00003810475
3811,216,2024-04-14,Transfer,22039.89,INR,FD Interest,Transfer - FD Interest,Branch,Completed,TXN00003811484
3812,226,2024-10-16,RTGS,30857.5,INR,Entertainment,RTGS - Entertainment,Branch,Completed,TXN00003812224
3813,384,2024-04-30,Debit,182867.83,INR,Insurance,Debit - Insurance,Mobile App,Completed,TXN00003813351
3814,172,2024-02-18,IMPS,17419.56,INR,Travel,IMPS - Travel,Mobile App,Completed,TXN00003814780
3815,6,2022-06-14,NEFT,87936.36,INR,Education,NEFT - Education,RTGS,Completed,TXN00003815620
3816,256,2024-01-06,EMI Deduction,1309618.96,INR,Entertainment,EMI Deduction - Entertainment,POS Terminal,Completed,TXN00003816694
3817,245,2020-06-23,Debit,185540.89,INR,Shopping,Debit - Shopping,NEFT,Completed,TXN00003817988
3818,314,2020-04-20,NEFT,164984.91,INR,Salary Credit,NEFT - Salary Credit,Internet Banking,Completed,TXN00003818980
3819,333,2024-10-18,Bill Payment,710226.8,INR,Travel,Bill Payment - Travel,UPI,Completed,TXN00003819121
3820,118,2021-01-18,NEFT,16394.8,INR,ATM,NEFT - ATM,UPI,Completed,TXN00003820379
3821,387,2020-12-10,Credit,10767.69,INR,FD Interest,Credit - FD Interest,Branch,Completed,TXN00003821959
3822,289,2021-08-01,EMI Deduction,1019574.25,INR,Utilities,EMI Deduction - Utilities,Internet Banking,Pending,TXN00003822652
3823,139,2024-05-29,EMI Deduction,15173.52,INR,Travel,EMI Deduction - Travel,NEFT,Completed,TXN00003823507
3824,36,2020-10-20,EMI Deduction,10041.62,INR,Entertainment,EMI Deduction - Entertainment,POS Terminal,Completed,TXN00003824428
3825,207,2024-03-17,Debit,24690.45,INR,Shopping,Debit - Shopping,UPI,Completed,TXN00003825954
3826,329,2023-03-26,EMI Deduction,866.62,INR,FD Interest,EMI Deduction - FD Interest,Mobile App,Completed,TXN00003826439
3827,296,2025-03-04,Credit,563567.38,INR,Shopping,Credit - Shopping,Mobile App,Completed,TXN00003827833
3828,129,2021-01-10,Bill Payment,6957.75,INR,ATM,Bill Payment - ATM,UPI,Completed,TXN00003828741
3829,226,2020-09-10,IMPS,1298553.07,INR,Salary Credit,IMPS - Salary Credit,RTGS,Completed,TXN00003829775
3830,418,2024-02-11,ATM Withdrawal,149.56,INR,FD Interest,ATM Withdrawal - FD Interest,RTGS,Completed,TXN00003830373
3831,278,2024-04-19,Transfer,710.74,INR,Dining,Transfer - Dining,RTGS,Completed,TXN00003831531
3832,121,2020-06-13,Bill Payment,1413921.52,INR,Travel,Bill Payment - Travel,Internet Banking,Completed,TXN00003832529
3833,358,2023-08-11,UPI,559257.42,INR,Dining,UPI - Dining,Mobile App,Pending,TXN00003833424
3834,475,2023-11-14,IMPS,19692.05,INR,Investment,IMPS - Investment,RTGS,Completed,TXN00003834813
3835,385,2022-07-07,RTGS,24331.77,INR,Dining,RTGS - Dining,Internet Banking,Completed,TXN00003835838
3836,381,2022-09-06,Credit,24532.48,INR,Loan EMI,Credit - Loan EMI,RTGS,Completed,TXN00003836534
3837,397,2020-11-25,ATM Withdrawal,11618.47,INR,Shopping,ATM Withdrawal - Shopping,Mobile App,Completed,TXN00003837110
3838,113,2023-05-26,IMPS,98507.36,INR,Entertainment,IMPS - Entertainment,NEFT,Failed,TXN00003838448
3839,427,2023-03-01,ATM Withdrawal,174685.05,INR,FD Interest,ATM Withdrawal - FD Interest,RTGS,Completed,TXN00003839716
3840,364,2021-01-31,Transfer,918780.45,INR,Groceries,Transfer - Groceries,RTGS,Completed,TXN00003840801
3841,106,2022-08-21,UPI,110945.34,INR,Utilities,UPI - Utilities,POS Terminal,Completed,TXN00003841810
3842,460,2022-03-02,UPI,4439.34,INR,Healthcare,UPI - Healthcare,Mobile App,Reversed,TXN00003842214
3843,114,2020-09-21,Transfer,12051.42,INR,Travel,Transfer - Travel,NEFT,Completed,TXN00003843870
3844,123,2023-11-18,UPI,609760.14,INR,FD Interest,UPI - FD Interest,Branch,Completed,TXN00003844888
3845,292,2020-11-04,NEFT,185.37,INR,Education,NEFT - Education,Branch,Pending,TXN00003845255
3846,413,2023-10-25,IMPS,531588.02,INR,Groceries,IMPS - Groceries,UPI,Completed,TXN00003846570
3847,336,2023-04-18,Bill Payment,10339.0,INR,Salary Credit,Bill Payment - Salary Credit,Branch,Completed,TXN00003847300
3848,371,2021-02-05,IMPS,1135637.55,INR,Entertainment,IMPS - Entertainment,ATM,Completed,TXN00003848225
3849,492,2022-07-05,Bill Payment,1384365.73,INR,Insurance,Bill Payment - Insurance,POS Terminal,Completed,TXN00003849245
3850,128,2021-11-12,Credit,16238.88,INR,Entertainment,Credit - Entertainment,RTGS,Completed,TXN00003850602
3851,120,2024-02-09,UPI,29386.46,INR,Travel,UPI - Travel,NEFT,Completed,TXN00003851301
3852,476,2021-03-03,ATM Withdrawal,656129.54,INR,Travel,ATM Withdrawal - Travel,RTGS,Completed,TXN00003852836
3853,79,2022-04-16,NEFT,772476.86,INR,Travel,NEFT - Travel,NEFT,Pending,TXN00003853786
3854,365,2021-04-13,EMI Deduction,259029.01,INR,Entertainment,EMI Deduction - Entertainment,UPI,Reversed,TXN00003854613
3855,487,2024-05-31,EMI Deduction,88271.04,INR,Investment,EMI Deduction - Investment,Mobile App,Completed,TXN00003855261
3856,499,2021-06-08,Transfer,563551.11,INR,Education,Transfer - Education,RTGS,Completed,TXN00003856458
3857,56,2022-12-17,IMPS,731513.93,INR,Shopping,IMPS - Shopping,Internet Banking,Completed,TXN00003857694
3858,155,2020-02-13,NEFT,24320.89,INR,Healthcare,NEFT - Healthcare,POS Terminal,Completed,TXN00003858250
3859,414,2022-03-23,IMPS,121731.79,INR,Utilities,IMPS - Utilities,Branch,Completed,TXN00003859829
3860,356,2021-12-27,IMPS,1255332.99,INR,ATM,IMPS - ATM,NEFT,Failed,TXN00003860816
3861,292,2020-11-25,ATM Withdrawal,798.63,INR,Loan EMI,ATM Withdrawal - Loan EMI,UPI,Completed,TXN00003861417
3862,258,2024-03-27,RTGS,110359.96,INR,FD Interest,RTGS - FD Interest,POS Terminal,Completed,TXN00003862490
3863,431,2021-08-24,EMI Deduction,1138077.25,INR,Salary Credit,EMI Deduction - Salary Credit,RTGS,Completed,TXN00003863264
3864,73,2023-11-29,NEFT,143117.98,INR,Shopping,NEFT - Shopping,Branch,Completed,TXN00003864134
3865,6,2020-10-29,RTGS,1312887.32,INR,Groceries,RTGS - Groceries,NEFT,Completed,TXN00003865726
3866,241,2024-04-13,NEFT,566.81,INR,FD Interest,NEFT - FD Interest,UPI,Completed,TXN00003866991
3867,284,2022-02-11,EMI Deduction,23334.56,INR,Loan EMI,EMI Deduction - Loan EMI,Mobile App,Completed,TXN00003867993
3868,4,2020-04-21,Credit,133110.56,INR,Education,Credit - Education,POS Terminal,Completed,TXN00003868454
3869,476,2023-03-10,Bill Payment,176365.45,INR,Transfer,Bill Payment - Transfer,POS Terminal,Completed,TXN00003869546
3870,174,2021-01-09,Bill Payment,195200.33,INR,Travel,Bill Payment - Travel,UPI,Completed,TXN00003870294
3871,319,2024-06-29,EMI Deduction,3049.37,INR,Salary Credit,EMI Deduction - Salary Credit,Branch,Reversed,TXN00003871344
3872,283,2020-06-11,UPI,217238.46,INR,Education,UPI - Education,POS Terminal,Completed,TXN00003872113
3873,430,2022-06-02,Bill Payment,382232.4,INR,Education,Bill Payment - Education,UPI,Completed,TXN00003873926
3874,258,2023-08-20,Debit,5577.76,INR,Dining,Debit - Dining,ATM,Completed,TXN00003874421
3875,68,2023-01-21,RTGS,954505.49,INR,Investment,RTGS - Investment,ATM,Completed,TXN00003875340
3876,4,2024-05-18,Transfer,38075.52,INR,Insurance,Transfer - Insurance,NEFT,Failed,TXN00003876673
3877,480,2021-01-23,Debit,34340.74,INR,Salary Credit,Debit - Salary Credit,NEFT,Completed,TXN00003877727
3878,480,2023-02-03,Debit,1336056.07,INR,Insurance,Debit - Insurance,POS Terminal,Pending,TXN00003878570
3879,36,2023-06-28,Transfer,34002.61,INR,Investment,Transfer - Investment,RTGS,Completed,TXN00003879583
3880,19,2021-11-19,NEFT,162526.26,INR,Education,NEFT - Education,NEFT,Pending,TXN00003880698
3881,333,2021-09-24,ATM Withdrawal,3593.47,INR,Loan EMI,ATM Withdrawal - Loan EMI,POS Terminal,Completed,TXN00003881504
3882,322,2022-02-06,NEFT,170244.39,INR,Education,NEFT - Education,Mobile App,Completed,TXN00003882973
3883,185,2023-08-11,UPI,946834.09,INR,FD Interest,UPI - FD Interest,Branch,Completed,TXN00003883716
3884,158,2022-09-25,ATM Withdrawal,22031.32,INR,Healthcare,ATM Withdrawal - Healthcare,POS Terminal,Failed,TXN00003884184
3885,356,2024-06-07,EMI Deduction,927.74,INR,FD Interest,EMI Deduction - FD Interest,ATM,Completed,TXN00003885900
3886,140,2022-10-15,Debit,21870.81,INR,Investment,Debit - Investment,ATM,Completed,TXN00003886176
3887,417,2023-07-19,EMI Deduction,373755.83,INR,Groceries,EMI Deduction - Groceries,RTGS,Completed,TXN00003887747
3888,478,2023-02-04,Debit,21549.54,INR,ATM,Debit - ATM,Internet Banking,Pending,TXN00003888478
3889,84,2021-05-26,RTGS,20086.81,INR,Insurance,RTGS - Insurance,ATM,Completed,TXN00003889370
3890,325,2020-11-10,UPI,326.37,INR,Education,UPI - Education,POS Terminal,Reversed,TXN00003890141
3891,17,2020-04-11,UPI,16781.6,INR,Investment,UPI - Investment,Internet Banking,Completed,TXN00003891952
3892,191,2024-11-06,Credit,63652.29,INR,Investment,Credit - Investment,RTGS,Completed,TXN00003892673
3893,326,2020-04-11,RTGS,624.16,INR,Entertainment,RTGS - Entertainment,UPI,Failed,TXN00003893632
3894,447,2024-07-10,Debit,196953.14,INR,Utilities,Debit - Utilities,UPI,Completed,TXN00003894194
3895,455,2023-05-06,EMI Deduction,1327980.51,INR,Utilities,EMI Deduction - Utilities,POS Terminal,Completed,TXN00003895244
3896,467,2022-03-21,NEFT,174916.78,INR,Education,NEFT - Education,Branch,Completed,TXN00003896749
3897,351,2022-03-28,Bill Payment,100872.49,INR,Entertainment,Bill Payment - Entertainment,Mobile App,Completed,TXN00003897334
3898,142,2021-07-30,Transfer,435307.05,INR,Healthcare,Transfer - Healthcare,NEFT,Pending,TXN00003898622
3899,434,2021-09-26,EMI Deduction,16554.46,INR,Loan EMI,EMI Deduction - Loan EMI,Branch,Completed,TXN00003899829
3900,172,2023-01-05,Credit,5959.06,INR,Loan EMI,Credit - Loan EMI,Internet Banking,Completed,TXN00003900301
3901,177,2022-06-01,Debit,25843.41,INR,Transfer,Debit - Transfer,RTGS,Completed,TXN00003901414
3902,234,2024-08-27,EMI Deduction,199.33,INR,ATM,EMI Deduction - ATM,RTGS,Completed,TXN00003902177
3903,313,2023-12-02,NEFT,116391.75,INR,Insurance,NEFT - Insurance,Branch,Completed,TXN00003903749
3904,362,2024-03-18,UPI,781655.91,INR,FD Interest,UPI - FD Interest,UPI,Completed,TXN00003904562
3905,100,2023-06-03,RTGS,155524.05,INR,Travel,RTGS - Travel,RTGS,Completed,TXN00003905685
3906,415,2024-10-03,Credit,154634.74,INR,Education,Credit - Education,Internet Banking,Completed,TXN00003906138
3907,306,2021-10-09,ATM Withdrawal,319.78,INR,Utilities,ATM Withdrawal - Utilities,POS Terminal,Reversed,TXN00003907626
3908,491,2022-06-03,Bill Payment,551.13,INR,Shopping,Bill Payment - Shopping,RTGS,Completed,TXN00003908951
3909,333,2023-09-29,NEFT,3815.17,INR,Shopping,NEFT - Shopping,RTGS,Completed,TXN00003909457
3910,432,2021-01-02,Credit,819.99,INR,Dining,Credit - Dining,NEFT,Completed,TXN00003910405
3911,40,2021-12-19,RTGS,195.72,INR,Healthcare,RTGS - Healthcare,Branch,Completed,TXN00003911744
3912,252,2022-11-03,Debit,621.84,INR,Groceries,Debit - Groceries,UPI,Reversed,TXN00003912204
3913,160,2023-04-08,UPI,21570.78,INR,Dining,UPI - Dining,RTGS,Failed,TXN00003913492
3914,282,2020-03-15,RTGS,598.22,INR,Travel,RTGS - Travel,UPI,Completed,TXN00003914632
3915,266,2024-12-17,Debit,8462.1,INR,Education,Debit - Education,Branch,Completed,TXN00003915123
3916,422,2023-05-02,EMI Deduction,79552.5,INR,Groceries,EMI Deduction - Groceries,UPI,Completed,TXN00003916341
3917,12,2023-09-19,Credit,674.18,INR,Education,Credit - Education,Internet Banking,Completed,TXN00003917590
3918,119,2021-03-08,Credit,16314.94,INR,Groceries,Credit - Groceries,RTGS,Completed,TXN00003918311
3919,401,2022-10-13,Bill Payment,21569.7,INR,Transfer,Bill Payment - Transfer,NEFT,Failed,TXN00003919439
3920,300,2020-04-08,ATM Withdrawal,172585.91,INR,Entertainment,ATM Withdrawal - Entertainment,UPI,Completed,TXN00003920153
3921,495,2024-06-13,UPI,106941.18,INR,Transfer,UPI - Transfer,POS Terminal,Completed,TXN00003921793
3922,338,2021-12-11,EMI Deduction,439.57,INR,Salary Credit,EMI Deduction - Salary Credit,Mobile App,Completed,TXN00003922737
3923,362,2022-07-27,Transfer,1265.7,INR,Entertainment,Transfer - Entertainment,Internet Banking,Reversed,TXN00003923496
3924,149,2020-07-05,Debit,60019.82,INR,Salary Credit,Debit - Salary Credit,Mobile App,Pending,TXN00003924879
3925,81,2023-11-30,UPI,20833.28,INR,Investment,UPI - Investment,ATM,Completed,TXN00003925633
3926,133,2021-02-21,UPI,57834.49,INR,Transfer,UPI - Transfer,UPI,Completed,TXN00003926675
3927,290,2020-12-08,Transfer,176758.14,INR,Utilities,Transfer - Utilities,RTGS,Completed,TXN00003927507
3928,188,2021-10-06,Debit,114789.82,INR,Travel,Debit - Travel,NEFT,Completed,TXN00003928292
3929,220,2022-10-01,NEFT,353.24,INR,Education,NEFT - Education,ATM,Completed,TXN00003929173
3930,126,2021-04-04,IMPS,6044.99,INR,Entertainment,IMPS - Entertainment,Internet Banking,Completed,TXN00003930854
3931,262,2021-03-15,UPI,19187.48,INR,Shopping,UPI - Shopping,NEFT,Failed,TXN00003931305
3932,288,2023-11-20,Transfer,21821.39,INR,Utilities,Transfer - Utilities,POS Terminal,Completed,TXN00003932873
3933,174,2020-12-20,Debit,1226679.49,INR,Utilities,Debit - Utilities,Mobile App,Reversed,TXN00003933542
3934,488,2022-12-26,EMI Deduction,196928.25,INR,Loan EMI,EMI Deduction - Loan EMI,RTGS,Completed,TXN00003934466
3935,244,2024-05-15,UPI,891.66,INR,Education,UPI - Education,Branch,Completed,TXN00003935266
3936,92,2024-12-28,Debit,148.34,INR,FD Interest,Debit - FD Interest,NEFT,Completed,TXN00003936329
3937,70,2021-01-26,Transfer,7224.46,INR,Insurance,Transfer - Insurance,NEFT,Completed,TXN00003937742
3938,69,2022-04-24,Transfer,301.73,INR,Dining,Transfer - Dining,UPI,Completed,TXN00003938954
3939,317,2022-03-15,RTGS,862.39,INR,Insurance,RTGS - Insurance,Internet Banking,Completed,TXN00003939879
3940,311,2020-07-24,Bill Payment,427361.17,INR,Travel,Bill Payment - Travel,Branch,Completed,TXN00003940912
3941,138,2022-04-28,EMI Deduction,5613.91,INR,Loan EMI,EMI Deduction - Loan EMI,Internet Banking,Completed,TXN00003941999
3942,437,2021-11-29,RTGS,60044.13,INR,Dining,RTGS - Dining,UPI,Completed,TXN00003942240
3943,233,2023-02-19,RTGS,4879.23,INR,Education,RTGS - Education,POS Terminal,Completed,TXN00003943122
3944,347,2023-04-09,Bill Payment,625.69,INR,Groceries,Bill Payment - Groceries,POS Terminal,Completed,TXN00003944812
3945,288,2022-06-13,RTGS,990.3,INR,Salary Credit,RTGS - Salary Credit,Internet Banking,Failed,TXN00003945742
3946,291,2021-08-17,IMPS,911.17,INR,Transfer,IMPS - Transfer,Mobile App,Completed,TXN00003946396
3947,47,2022-01-11,UPI,22906.52,INR,Dining,UPI - Dining,RTGS,Completed,TXN00003947309
3948,104,2020-12-05,RTGS,722382.39,INR,Groceries,RTGS - Groceries,NEFT,Completed,TXN00003948645
3949,189,2024-07-23,IMPS,747.86,INR,Transfer,IMPS - Transfer,Mobile App,Completed,TXN00003949810
3950,208,2021-12-27,Debit,1223179.65,INR,Shopping,Debit - Shopping,POS Terminal,Completed,TXN00003950397
3951,384,2021-02-15,Debit,11534.3,INR,Groceries,Debit - Groceries,Mobile App,Pending,TXN00003951891
3952,74,2022-08-02,UPI,135185.97,INR,Salary Credit,UPI - Salary Credit,NEFT,Completed,TXN00003952722
3953,97,2021-11-10,IMPS,57959.4,INR,Shopping,IMPS - Shopping,POS Terminal,Completed,TXN00003953203
3954,87,2021-12-08,IMPS,54.87,INR,Education,IMPS - Education,Mobile App,Completed,TXN00003954148
3955,335,2023-03-22,EMI Deduction,193711.59,INR,Salary Credit,EMI Deduction - Salary Credit,Mobile App,Completed,TXN00003955161
3956,286,2021-12-15,Credit,6811.03,INR,Loan EMI,Credit - Loan EMI,NEFT,Reversed,TXN00003956902
3957,213,2021-06-05,Debit,78061.08,INR,Investment,Debit - Investment,Branch,Completed,TXN00003957857
3958,442,2020-12-31,ATM Withdrawal,23275.56,INR,Utilities,ATM Withdrawal - Utilities,UPI,Completed,TXN00003958185
3959,233,2021-08-02,ATM Withdrawal,1112348.47,INR,Travel,ATM Withdrawal - Travel,POS Terminal,Completed,TXN00003959290
3960,232,2024-06-13,NEFT,856.73,INR,Insurance,NEFT - Insurance,ATM,Completed,TXN00003960902
3961,394,2022-02-25,NEFT,897965.95,INR,Dining,NEFT - Dining,Mobile App,Completed,TXN00003961722
3962,391,2024-09-20,RTGS,708.17,INR,Salary Credit,RTGS - Salary Credit,POS Terminal,Completed,TXN00003962176
3963,241,2021-11-30,Bill Payment,2316.96,INR,Healthcare,Bill Payment - Healthcare,Branch,Completed,TXN00003963585
3964,1,2022-12-24,NEFT,106849.07,INR,Groceries,NEFT - Groceries,RTGS,Completed,TXN00003964476
3965,102,2022-08-14,Debit,146.84,INR,Entertainment,Debit - Entertainment,Mobile App,Completed,TXN00003965989
3966,96,2021-11-20,NEFT,912.69,INR,Salary Credit,NEFT - Salary Credit,Branch,Reversed,TXN00003966341
3967,36,2025-03-05,Debit,64690.2,INR,Utilities,Debit - Utilities,ATM,Completed,TXN00003967771
3968,222,2021-02-08,Debit,309.3,INR,Utilities,Debit - Utilities,Branch,Completed,TXN00003968768
3969,484,2021-09-29,EMI Deduction,645402.43,INR,Dining,EMI Deduction - Dining,NEFT,Completed,TXN00003969312
3970,206,2021-09-18,NEFT,39607.07,INR,Investment,NEFT - Investment,ATM,Completed,TXN00003970872
3971,328,2020-10-04,Bill Payment,170375.5,INR,Travel,Bill Payment - Travel,ATM,Completed,TXN00003971709
3972,229,2024-04-10,EMI Deduction,661872.02,INR,Salary Credit,EMI Deduction - Salary Credit,RTGS,Completed,TXN00003972345
3973,329,2021-03-29,UPI,25021.58,INR,Travel,UPI - Travel,Mobile App,Pending,TXN00003973395
3974,46,2020-10-21,Bill Payment,694.46,INR,Investment,Bill Payment - Investment,ATM,Completed,TXN00003974571
3975,258,2021-02-22,Credit,22358.49,INR,Investment,Credit - Investment,RTGS,Completed,TXN00003975294
3976,334,2021-07-05,EMI Deduction,362980.17,INR,Dining,EMI Deduction - Dining,Branch,Completed,TXN00003976523
3977,479,2021-09-01,Transfer,57811.86,INR,Entertainment,Transfer - Entertainment,POS Terminal,Reversed,TXN00003977307
3978,199,2022-09-23,NEFT,131959.77,INR,Insurance,NEFT - Insurance,NEFT,Completed,TXN00003978976
3979,475,2021-01-15,NEFT,18021.43,INR,Salary Credit,NEFT - Salary Credit,Branch,Completed,TXN00003979599
3980,315,2024-05-05,IMPS,1255318.69,INR,FD Interest,IMPS - FD Interest,Mobile App,Completed,TXN00003980527
3981,342,2024-10-29,RTGS,606.39,INR,Dining,RTGS - Dining,POS Terminal,Completed,TXN00003981852
3982,236,2021-12-27,NEFT,164337.31,INR,Dining,NEFT - Dining,ATM,Completed,TXN00003982938
3983,215,2022-11-21,Transfer,165.96,INR,Transfer,Transfer - Transfer,UPI,Completed,TXN00003983871
3984,6,2023-03-04,NEFT,23454.26,INR,Education,NEFT - Education,ATM,Completed,TXN00003984562
3985,271,2023-05-11,Credit,551.14,INR,Investment,Credit - Investment,Branch,Completed,TXN00003985820
3986,450,2024-04-26,Bill Payment,737.83,INR,Shopping,Bill Payment - Shopping,Internet Banking,Completed,TXN00003986240
3987,241,2021-03-11,Credit,66012.08,INR,Transfer,Credit - Transfer,POS Terminal,Completed,TXN00003987940
3988,50,2023-11-22,Transfer,24556.26,INR,Salary Credit,Transfer - Salary Credit,Mobile App,Completed,TXN00003988348
3989,191,2024-02-16,IMPS,230.14,INR,Travel,IMPS - Travel,Internet Banking,Pending,TXN00003989741
3990,392,2023-06-23,EMI Deduction,903397.21,INR,Entertainment,EMI Deduction - Entertainment,ATM,Completed,TXN00003990579
3991,200,2022-06-15,IMPS,10395.63,INR,Transfer,IMPS - Transfer,ATM,Completed,TXN00003991492
3992,415,2024-11-21,NEFT,70537.94,INR,Utilities,NEFT - Utilities,RTGS,Completed,TXN00003992124
3993,460,2022-04-05,Transfer,79149.0,INR,Transfer,Transfer - Transfer,Internet Banking,Completed,TXN00003993819
3994,225,2020-10-16,Credit,843.69,INR,Travel,Credit - Travel,UPI,Completed,TXN00003994762
3995,112,2023-04-13,Debit,898.55,INR,Shopping,Debit - Shopping,RTGS,Completed,TXN00003995355
3996,458,2021-02-03,Credit,104549.6,INR,Loan EMI,Credit - Loan EMI,Mobile App,Failed,TXN00003996389
3997,123,2024-09-30,Transfer,105.75,INR,Entertainment,Transfer - Entertainment,ATM,Completed,TXN00003997387
3998,500,2023-08-23,ATM Withdrawal,20107.67,INR,ATM,ATM Withdrawal - ATM,NEFT,Completed,TXN00003998379
3999,426,2020-04-29,IMPS,1427776.72,INR,FD Interest,IMPS - FD Interest,Branch,Completed,TXN00003999618
4000,54,2021-02-05,RTGS,978.16,INR,Groceries,RTGS - Groceries,Mobile App,Completed,TXN00004000520
4001,475,2020-11-21,Transfer,9030.12,INR,Education,Transfer - Education,POS Terminal,Reversed,TXN00004001915
4002,274,2021-03-06,IMPS,92.75,INR,Utilities,IMPS - Utilities,NEFT,Completed,TXN00004002894
4003,143,2024-01-03,NEFT,7592.5,INR,Education,NEFT - Education,Mobile App,Completed,TXN00004003202
4004,398,2020-04-30,Transfer,84225.62,INR,Transfer,Transfer - Transfer,Internet Banking,Completed,TXN00004004664
4005,189,2022-12-12,Debit,23669.45,INR,Investment,Debit - Investment,Branch,Completed,TXN00004005479
4006,128,2024-12-27,UPI,786.79,INR,Loan EMI,UPI - Loan EMI,Internet Banking,Completed,TXN00004006149
4007,276,2020-08-20,Transfer,718841.92,INR,FD Interest,Transfer - FD Interest,NEFT,Completed,TXN00004007563
4008,49,2022-03-24,IMPS,922793.0,INR,Salary Credit,IMPS - Salary Credit,RTGS,Pending,TXN00004008658
4009,40,2024-10-14,EMI Deduction,1070341.96,INR,Healthcare,EMI Deduction - Healthcare,Mobile App,Completed,TXN00004009190
4010,7,2023-08-20,ATM Withdrawal,1040.19,INR,Entertainment,ATM Withdrawal - Entertainment,Internet Banking,Completed,TXN00004010821
4011,41,2023-11-28,ATM Withdrawal,180042.06,INR,Transfer,ATM Withdrawal - Transfer,Branch,Completed,TXN00004011878
4012,152,2021-09-25,NEFT,1235329.25,INR,Salary Credit,NEFT - Salary Credit,Branch,Completed,TXN00004012956
4013,385,2020-02-02,Credit,11837.76,INR,Investment,Credit - Investment,Branch,Completed,TXN00004013107
4014,32,2021-06-13,Debit,370.03,INR,Salary Credit,Debit - Salary Credit,RTGS,Completed,TXN00004014979
4015,200,2020-05-24,RTGS,92855.64,INR,Groceries,RTGS - Groceries,NEFT,Completed,TXN00004015806
4016,276,2023-10-13,Transfer,129879.42,INR,ATM,Transfer - ATM,Internet Banking,Completed,TXN00004016647
4017,200,2023-03-21,NEFT,69521.73,INR,Salary Credit,NEFT - Salary Credit,POS Terminal,Completed,TXN00004017971
4018,474,2021-09-25,RTGS,2990.52,INR,ATM,RTGS - ATM,NEFT,Completed,TXN00004018824
4019,498,2023-04-08,Debit,72688.19,INR,Education,Debit - Education,Internet Banking,Completed,TXN00004019817
4020,81,2024-11-04,Bill Payment,1108382.31,INR,Dining,Bill Payment - Dining,NEFT,Pending,TXN00004020639
4021,472,2022-02-08,Bill Payment,3396.78,INR,Transfer,Bill Payment - Transfer,POS Terminal,Completed,TXN00004021356
4022,373,2024-01-13,Credit,1406660.49,INR,ATM,Credit - ATM,Internet Banking,Completed,TXN00004022923
4023,82,2024-08-30,NEFT,394.0,INR,Utilities,NEFT - Utilities,NEFT,Completed,TXN00004023499
4024,215,2022-07-26,Debit,463.34,INR,Utilities,Debit - Utilities,ATM,Completed,TXN00004024606
4025,10,2020-08-02,IMPS,17621.4,INR,FD Interest,IMPS - FD Interest,POS Terminal,Completed,TXN00004025602
4026,324,2023-04-22,Transfer,10822.35,INR,ATM,Transfer - ATM,POS Terminal,Completed,TXN00004026180
4027,179,2020-02-27,Bill Payment,164666.29,INR,Healthcare,Bill Payment - Healthcare,Mobile App,Completed,TXN00004027527
4028,34,2022-10-29,NEFT,761.64,INR,Loan EMI,NEFT - Loan EMI,UPI,Completed,TXN00004028248
4029,83,2023-04-28,EMI Deduction,668.12,INR,Transfer,EMI Deduction - Transfer,Mobile App,Completed,TXN00004029346
4030,113,2025-01-19,EMI Deduction,569.02,INR,Insurance,EMI Deduction - Insurance,Branch,Completed,TXN00004030932
4031,448,2022-05-10,UPI,315.88,INR,Insurance,UPI - Insurance,Internet Banking,Failed,TXN00004031143
4032,449,2021-11-25,NEFT,737.69,INR,Utilities,NEFT - Utilities,Mobile App,Completed,TXN00004032725
4033,29,2020-10-19,RTGS,605.24,INR,FD Interest,RTGS - FD Interest,Internet Banking,Completed,TXN00004033297
4034,394,2022-12-04,NEFT,373006.31,INR,Investment,NEFT - Investment,Internet Banking,Completed,TXN00004034298
