payment_id,loan_id,payment_date,amount_paid,principal_paid,interest_paid,late_fee,payment_method,status,remarks
917,305,2022-07-14,56752.36,19628.74,37123.62,0,NACH Auto-Debit,Late,Regular EMI
918,209,2023-04-30,48123.32,19813.91,26309.41,2000,UPI,Paid,Late payment fee applied
919,106,2024-08-29,6222.44,3108.53,2113.91,1000,Cash,Paid,Late payment fee applied
920,90,2023-07-18,446407.32,168288.41,278118.91,0,UPI,Paid,Regular EMI
921,15,2024-09-21,30504.1,12911.94,17092.16,500,Cash,Paid,Late payment fee applied
922,285,2024-10-23,117778.71,38612.02,78666.69,500,Cash,Paid,Late payment fee applied
923,136,2023-07-20,23825.09,10052.72,11772.37,2000,UPI,Paid,Late payment fee applied
924,66,2023-11-23,192228.87,65359.05,126869.82,0,UPI,Paid,Regular EMI
925,83,2022-04-23,96769.91,32345.44,64424.47,0,Cheque,Paid,Regular EMI
926,120,2024-07-28,12446.83,5278.31,7168.52,0,UPI,Paid,Regular EMI
927,106,2024-11-02,5222.44,1843.85,3378.59,0,NACH Auto-Debit,Paid,Regular EMI
928,160,2024-06-15,1597.81,785.0,812.81,0,NACH Auto-Debit,Paid,Regular EMI
929,271,2024-02-15,55652.94,20056.67,35096.27,500,UPI,Paid,Late payment fee applied
930,109,2022-11-26,24176.9,13616.7,10560.2,0,UPI,Paid,Regular EMI
931,229,2025-01-26,221943.2,67356.87,154586.33,0,UPI,Paid,Regular EMI
932,62,2024-01-21,31748.67,12090.0,19658.67,0,Net Banking,Paid,Regular EMI
933,131,2022-06-25,162894.08,60944.61,101949.47,0,NEFT,Late,Regular EMI
934,19,2025-01-09,9489.38,3046.07,4443.31,2000,NACH Auto-Debit,Paid,Late payment fee applied
935,250,2024-10-30,32067.43,10310.6,21256.83,500,NEFT,Paid,Late payment fee applied
936,230,2024-04-28,3141.09,1196.08,945.01,1000,Net Banking,Paid,Late payment fee applied
937,279,2025-02-03,189493.75,77250.64,112243.11,0,NACH Auto-Debit,Paid,Regular EMI
938,53,2025-03-22,296861.37,122598.22,174263.15,0,Net Banking,Paid,Regular EMI
939,18,2024-11-08,14464.53,4544.03,7920.5,2000,UPI,Paid,Late payment fee applied
940,90,2022-04-07,446407.32,162204.03,284203.29,0,UPI,Paid,Regular EMI
941,163,2024-10-03,28133.54,11459.42,16674.12,0,NEFT,Paid,Regular EMI
942,223,2024-12-28,163644.75,60136.8,103507.95,0,Cash,Paid,Regular EMI
943,39,2024-12-24,30794.89,17485.34,13309.55,0,NEFT,Paid,Regular EMI
944,4,2024-11-09,7243.36,4279.9,2963.46,0,NEFT,Paid,Regular EMI
945,15,2024-03-16,30004.1,14180.36,15823.74,0,Cheque,Paid,Regular EMI
946,65,2024-04-18,119582.11,56589.41,61992.7,1000,UPI,Paid,Late payment fee applied
947,312,2024-11-27,89294.6,48121.88,40172.72,1000,NACH Auto-Debit,Paid,Late payment fee applied
948,250,2025-03-26,31567.43,16235.96,15331.47,0,UPI,Bounced,Regular EMI
949,175,2021-05-31,21617.9,8322.65,12295.25,1000,UPI,Paid,Late payment fee applied
950,120,2025-01-30,14446.83,6886.79,5560.04,2000,UPI,Late,Late payment fee applied
951,334,2023-02-02,8321.16,2954.91,5366.25,0,Cash,Paid,Regular EMI
952,65,2024-06-07,118582.11,69848.58,48733.53,0,Cash,Bounced,Regular EMI
953,205,2023-08-27,110054.5,49591.16,60463.34,0,Net Banking,Paid,Regular EMI
954,182,2024-08-17,22802.14,9512.11,13290.03,0,NACH Auto-Debit,Paid,Regular EMI
955,171,2024-04-12,5156.85,2982.94,2173.91,0,NACH Auto-Debit,Paid,Regular EMI
956,148,2023-10-15,2957.16,1417.22,1039.94,500,UPI,Paid,Late payment fee applied
957,30,2024-10-23,22545.77,8159.14,13386.63,1000,UPI,Paid,Late payment fee applied
958,119,2023-01-09,3034.34,1487.06,1547.28,0,Net Banking,Paid,Regular EMI
959,235,2024-09-02,222217.88,73277.76,148940.12,0,Cash,Paid,Regular EMI
960,325,2021-07-18,2046.61,862.88,1183.73,0,NACH Auto-Debit,Paid,Regular EMI
961,18,2024-06-12,12464.53,5043.59,7420.94,0,NEFT,Paid,Regular EMI
962,337,2024-12-18,11396.4,6214.28,5182.12,0,Net Banking,Paid,Regular EMI
963,83,2022-04-18,97769.91,41806.94,54962.97,1000,Cash,Paid,Late payment fee applied
964,143,2022-06-26,2080.79,840.94,1239.85,0,Cash,Paid,Regular EMI
965,264,2023-12-30,9027.31,5226.13,3801.18,0,Cash,Paid,Regular EMI
966,184,2024-04-07,10816.57,3945.39,6871.18,0,Net Banking,Late,Regular EMI
967,97,2024-09-21,358411.09,158521.94,197889.15,2000,UPI,Paid,Late payment fee applied
968,15,2024-12-18,30004.1,12984.02,17020.08,0,Cash,Paid,Regular EMI
969,51,2024-12-20,18320.57,9765.8,8054.77,500,Cheque,Paid,Late payment fee applied
970,83,2024-12-31,96769.91,51517.37,45252.54,0,NEFT,Paid,Regular EMI
971,60,2024-10-04,82347.55,36181.81,46165.74,0,Cash,Paid,Regular EMI
972,176,2023-08-03,104190.61,49298.44,53892.17,1000,Cash,Paid,Late payment fee applied
973,142,2024-03-13,109093.18,60360.15,47733.03,1000,NACH Auto-Debit,Paid,Late payment fee applied
974,329,2021-03-27,34805.82,13806.05,18999.77,2000,NEFT,Paid,Late payment fee applied
975,198,2025-01-06,110188.75,50441.07,58747.68,1000,Net Banking,Paid,Late payment fee applied
976,250,2024-12-11,31567.43,10992.53,20574.9,0,NACH Auto-Debit,Paid,Regular EMI
977,126,2022-08-22,27294.42,11400.83,15893.59,0,NACH Auto-Debit,Paid,Regular EMI
978,61,2024-09-25,37142.29,20511.99,14630.3,2000,NACH Auto-Debit,Paid,Late payment fee applied
979,161,2024-08-11,7733.7,3259.92,2473.78,2000,UPI,Paid,Late payment fee applied
980,284,2023-12-21,4717.79,1944.16,2773.63,0,Cheque,Paid,Regular EMI
981,2,2023-04-10,890.47,279.56,610.91,0,Cheque,Paid,Regular EMI
982,30,2024-04-02,21545.77,6979.97,14565.8,0,Cheque,Bounced,Regular EMI
983,72,2024-08-14,20759.69,8192.97,12566.72,0,Cheque,Late,Regular EMI
984,267,2024-08-14,12187.6,4834.49,5353.11,2000,NEFT,Paid,Late payment fee applied
985,144,2024-02-23,203861.63,102613.5,100248.13,1000,NACH Auto-Debit,Bounced,Late payment fee applied
986,226,2024-03-17,41611.59,19326.33,22285.26,0,UPI,Paid,Regular EMI
987,149,2025-03-06,111955.35,37989.73,73465.62,500,UPI,Paid,Late payment fee applied
988,343,2024-06-21,60193.94,27288.41,32905.53,0,Net Banking,Late,Regular EMI
989,279,2025-02-02,189493.75,88626.77,100866.98,0,Net Banking,Paid,Regular EMI
990,232,2022-10-01,165621.07,92502.4,71118.67,2000,Cheque,Late,Late payment fee applied
991,247,2023-09-16,6305.63,3393.29,2412.34,500,UPI,Paid,Late payment fee applied
992,151,2022-08-06,341160.19,173501.28,167658.91,0,NACH Auto-Debit,Late,Regular EMI
993,44,2024-03-25,4324.61,1790.2,2534.41,0,Cash,Paid,Regular EMI
994,207,2021-06-20,230671.93,127292.28,102379.65,1000,UPI,Paid,Late payment fee applied
995,292,2025-02-08,91359.6,37979.24,51380.36,2000,NACH Auto-Debit,Late,Late payment fee applied
996,1,2025-02-01,3124.12,871.27,1252.85,1000,NEFT,Paid,Late payment fee applied
997,308,2021-09-04,109968.59,47318.5,62650.09,0,UPI,Paid,Regular EMI
998,103,2024-02-29,75536.67,30809.1,44727.57,0,Cash,Paid,Regular EMI
999,264,2022-05-26,9527.31,5175.51,3851.8,500,NACH Auto-Debit,Paid,Late payment fee applied
1000,118,2025-01-17,1026.79,364.1,662.69,0,Cheque,Paid,Regular EMI
1001,66,2024-06-14,192228.87,68273.46,123955.41,0,NACH Auto-Debit,Paid,Regular EMI
1002,304,2023-06-29,19132.47,10101.2,7031.27,2000,Cheque,Paid,Late payment fee applied
1003,64,2024-10-13,13209.8,6467.91,6741.89,0,Net Banking,Paid,Regular EMI
1004,38,2024-08-12,108764.25,62104.6,44659.65,2000,NEFT,Paid,Late payment fee applied
1005,109,2023-07-15,24176.9,13797.64,10379.26,0,NACH Auto-Debit,Bounced,Regular EMI
1006,234,2022-07-24,7054.97,2355.56,4699.41,0,Cash,Paid,Regular EMI
1007,192,2024-09-18,33035.1,15023.44,16011.66,2000,Cash,Paid,Late payment fee applied
1008,6,2024-03-13,82172.52,45972.28,36200.24,0,UPI,Paid,Regular EMI
1009,91,2023-08-02,10013.47,3962.43,6051.04,0,Cash,Paid,Regular EMI
1010,241,2021-07-02,10276.27,5554.61,4721.66,0,NEFT,Bounced,Regular EMI
1011,287,2025-01-18,41867.96,16640.26,23227.7,2000,NACH Auto-Debit,Paid,Late payment fee applied
1012,219,2024-12-09,18041.55,10660.44,7381.11,0,UPI,Paid,Regular EMI
1013,243,2024-05-30,5193.33,1501.43,2691.9,1000,NACH Auto-Debit,Paid,Late payment fee applied
1014,175,2023-06-16,20617.9,10181.47,10436.43,0,NACH Auto-Debit,Late,Regular EMI
1015,161,2023-02-19,5733.7,2182.4,3551.3,0,Cash,Paid,Regular EMI
1016,146,2024-12-09,56797.02,23416.51,33380.51,0,UPI,Paid,Regular EMI
1017,266,2022-08-26,151382.49,65316.79,85065.7,1000,NEFT,Paid,Late payment fee applied
1018,202,2023-06-18,11764.2,5321.38,6442.82,0,UPI,Paid,Regular EMI
1019,12,2023-03-14,109602.15,57059.27,52542.88,0,Cheque,Paid,Regular EMI
1020,84,2025-01-03,3373.26,665.15,708.11,2000,NACH Auto-Debit,Paid,Late payment fee applied
1021,345,2024-08-11,399779.97,178704.66,219075.31,2000,NACH Auto-Debit,Paid,Late payment fee applied
1022,167,2023-03-31,23778.43,14202.91,9575.52,0,UPI,Paid,Regular EMI
1023,28,2024-07-26,11724.42,5266.23,6458.19,0,Net Banking,Bounced,Regular EMI
1024,241,2020-10-18,10776.27,4651.92,5624.35,500,UPI,Paid,Late payment fee applied
1025,85,2021-09-04,73147.7,41385.92,31761.78,0,Cheque,Late,Regular EMI
1026,162,2024-03-26,50192.82,24825.23,25367.59,0,Cash,Paid,Regular EMI
1027,27,2025-03-16,32358.81,11171.51,20687.3,500,Cash,Paid,Late payment fee applied
1028,179,2021-01-28,148503.19,48284.47,100218.72,0,NACH Auto-Debit,Paid,Regular EMI
1029,204,2024-10-04,5637.21,2624.9,2012.31,1000,Net Banking,Paid,Late payment fee applied
1030,312,2024-06-10,90294.6,46370.0,41924.6,2000,NEFT,Bounced,Late payment fee applied
1031,297,2023-11-02,98752.48,33651.53,64100.95,1000,NACH Auto-Debit,Late,Late payment fee applied
1032,55,2024-07-16,70092.49,30411.36,38681.13,1000,NACH Auto-Debit,Paid,Late payment fee applied
1033,184,2023-06-27,12816.57,6191.01,4625.56,2000,NACH Auto-Debit,Paid,Late payment fee applied
1034,333,2025-01-02,69783.7,25880.26,43903.44,0,NEFT,Paid,Regular EMI
1035,340,2024-08-22,6658.69,3066.48,2592.21,1000,NACH Auto-Debit,Paid,Late payment fee applied
1036,145,2025-02-21,7720.91,4403.93,3316.98,0,Cheque,Paid,Regular EMI
1037,104,2024-03-10,65997.62,27343.45,38654.17,0,NEFT,Paid,Regular EMI
1038,190,2023-05-02,5756.11,1855.72,3900.39,0,Net Banking,Paid,Regular EMI
1039,220,2024-12-12,79841.86,26761.21,52580.65,500,UPI,Paid,Late payment fee applied
1040,6,2024-05-17,83172.52,44364.0,37808.52,1000,Cash,Paid,Late payment fee applied
1041,139,2023-05-19,13741.63,5711.57,7530.06,500,Cheque,Late,Late payment fee applied
1042,26,2022-06-21,311566.12,161943.93,147622.19,2000,NACH Auto-Debit,Paid,Late payment fee applied
1043,262,2024-08-15,231313.5,104752.17,125561.33,1000,Cash,Paid,Late payment fee applied
1044,87,2024-11-07,30324.82,16324.23,14000.59,0,Cash,Paid,Regular EMI
1045,279,2025-01-22,189493.75,89126.37,100367.38,0,NACH Auto-Debit,Paid,Regular EMI
1046,3,2023-07-11,61504.23,21719.17,39785.06,0,Cheque,Paid,Regular EMI
1047,235,2024-07-19,222217.88,92673.72,129544.16,0,NEFT,Paid,Regular EMI
1048,276,2025-03-14,28134.71,11389.52,16245.19,500,Net Banking,Paid,Late payment fee applied
1049,350,2025-01-01,10439.99,3959.39,6480.6,0,NEFT,Paid,Regular EMI
1050,68,2023-04-17,80524.54,37340.69,43183.85,0,Net Banking,Paid,Regular EMI
1051,261,2020-04-22,5230.63,1761.44,2969.19,500,Cash,Paid,Late payment fee applied
1052,232,2023-10-10,164121.07,67465.65,96155.42,500,Cash,Paid,Late payment fee applied
1053,35,2023-09-17,76414.09,37660.86,38753.23,0,UPI,Paid,Regular EMI
1054,212,2024-10-19,29621.17,15836.77,13784.4,0,Cheque,Paid,Regular EMI
1055,218,2024-02-17,37033.61,21497.55,15536.06,0,Net Banking,Paid,Regular EMI
1056,346,2024-06-26,59672.7,22933.37,36739.33,0,Cheque,Paid,Regular EMI
1057,87,2025-03-04,30824.82,16190.46,14134.36,500,UPI,Paid,Late payment fee applied
1058,268,2023-05-27,10467.45,4540.02,5427.43,500,Net Banking,Paid,Late payment fee applied
1059,173,2023-10-26,6345.51,2620.22,2725.29,1000,Cash,Late,Late payment fee applied
1060,286,2024-05-11,25418.26,12398.48,13019.78,0,UPI,Paid,Regular EMI
1061,152,2021-05-22,6465.27,1697.16,3768.11,1000,NEFT,Paid,Late payment fee applied
1062,337,2024-02-15,12396.4,4273.17,7123.23,1000,NEFT,Paid,Late payment fee applied
1063,270,2024-06-22,646810.88,305943.3,340867.58,0,NACH Auto-Debit,Paid,Regular EMI
1064,223,2023-10-23,165644.75,92541.19,71103.56,2000,Net Banking,Paid,Late payment fee applied
1065,284,2024-02-02,5217.79,1460.19,3257.6,500,Net Banking,Paid,Late payment fee applied
1066,168,2024-03-07,10833.58,5502.41,4831.17,500,Cash,Bounced,Late payment fee applied
1067,233,2025-01-16,34436.78,11492.55,22944.23,0,Net Banking,Paid,Regular EMI
1068,93,2024-11-29,3121.07,337.33,783.74,2000,Net Banking,Paid,Late payment fee applied
1069,311,2022-10-29,15174.01,5807.29,8866.72,500,UPI,Paid,Late payment fee applied
1070,118,2025-03-28,1026.79,327.91,698.88,0,Cheque,Paid,Regular EMI
1071,141,2023-07-31,150583.05,76789.52,73793.53,0,UPI,Paid,Regular EMI
1072,137,2023-05-08,163877.0,76141.9,87735.1,0,Cash,Paid,Regular EMI
1073,209,2024-03-20,46123.32,20299.94,25823.38,0,NACH Auto-Debit,Paid,Regular EMI
1074,230,2022-11-18,2641.09,812.13,1328.96,500,NACH Auto-Debit,Bounced,Late payment fee applied
1075,114,2023-12-15,2970.08,304.45,665.63,2000,Cash,Paid,Late payment fee applied
1076,209,2022-05-29,46123.32,16426.56,29696.76,0,Net Banking,Paid,Regular EMI
1077,124,2025-03-16,51936.07,16828.42,33107.65,2000,Net Banking,Paid,Late payment fee applied
1078,333,2024-09-14,69783.7,29626.52,40157.18,0,UPI,Paid,Regular EMI
1079,173,2024-07-04,5345.51,3161.16,2184.35,0,Net Banking,Paid,Regular EMI
1080,139,2023-12-02,13241.63,5339.32,7902.31,0,UPI,Paid,Regular EMI
1081,226,2023-08-08,41611.59,14240.42,27371.17,0,Cheque,Paid,Regular EMI
1082,172,2024-06-03,28701.01,15617.77,11083.24,2000,Net Banking,Bounced,Late payment fee applied
1083,274,2022-10-15,11886.34,5297.56,6088.78,500,Net Banking,Paid,Late payment fee applied
1084,259,2021-06-15,5335.47,1753.3,3082.17,500,NEFT,Paid,Late payment fee applied
1085,324,2024-10-16,126537.27,70527.19,54010.08,2000,Cash,Late,Late payment fee applied
1086,9,2025-02-28,10169.42,4558.67,5610.75,0,Cash,Paid,Regular EMI
1087,233,2024-10-20,34436.78,16707.67,17729.11,0,Net Banking,Paid,Regular EMI
1088,242,2024-05-21,195374.8,91847.9,103026.9,500,Net Banking,Paid,Late payment fee applied
1089,16,2024-09-20,63974.66,20020.4,43454.26,500,NACH Auto-Debit,Paid,Late payment fee applied
1090,170,2023-12-29,23565.39,13868.29,9697.1,0,UPI,Paid,Regular EMI
1091,232,2023-11-13,163621.07,80125.47,83495.6,0,Cash,Late,Regular EMI
1092,128,2021-05-15,6397.9,1738.25,3659.65,1000,NEFT,Paid,Late payment fee applied
1093,160,2025-01-27,2097.81,544.37,1053.44,500,NEFT,Paid,Late payment fee applied
1094,74,2024-07-22,184187.49,87845.09,94342.4,2000,NACH Auto-Debit,Paid,Late payment fee applied
1095,24,2024-03-26,21958.03,6912.74,14045.29,1000,Cash,Paid,Late payment fee applied
1096,186,2024-11-03,10165.3,5190.12,4975.18,0,Net Banking,Late,Regular EMI
1097,4,2025-02-08,7243.36,4083.3,3160.06,0,NACH Auto-Debit,Paid,Regular EMI
1098,149,2024-04-13,113455.35,41053.76,70401.59,2000,NEFT,Paid,Late payment fee applied
1099,222,2024-01-27,3981.48,1332.25,2649.23,0,NACH Auto-Debit,Paid,Regular EMI
1100,154,2023-06-11,14555.45,8046.64,6508.81,0,NEFT,Paid,Regular EMI
1101,285,2022-05-26,117278.71,37644.04,79634.67,0,Cheque,Paid,Regular EMI
1102,84,2024-09-14,1373.26,795.9,577.36,0,NACH Auto-Debit,Paid,Regular EMI
1103,38,2024-09-23,106764.25,57013.09,49751.16,0,NACH Auto-Debit,Bounced,Regular EMI
1104,190,2022-06-05,6256.11,2771.99,2984.12,500,NEFT,Late,Late payment fee applied
1105,185,2023-10-15,95168.19,43593.02,51575.17,0,Net Banking,Paid,Regular EMI
1106,142,2021-10-08,108093.18,34922.7,73170.48,0,Cash,Paid,Regular EMI
1107,125,2025-03-31,3225.33,1058.35,2166.98,0,NEFT,Paid,Regular EMI
1108,287,2025-03-02,39867.96,13810.93,26057.03,0,NEFT,Paid,Regular EMI
1109,340,2023-12-18,7658.69,2108.77,3549.92,2000,Net Banking,Paid,Late payment fee applied
1110,238,2023-01-13,11678.79,5024.31,4654.48,2000,Cash,Paid,Late payment fee applied
1111,131,2025-02-21,163394.08,53488.25,109405.83,500,Net Banking,Late,Late payment fee applied
1112,247,2024-11-08,5805.63,3234.64,2570.99,0,Cheque,Paid,Regular EMI
1113,77,2024-09-18,9772.67,3670.51,6102.16,0,UPI,Paid,Regular EMI
1114,291,2024-11-08,68188.93,38915.63,29273.3,0,Net Banking,Late,Regular EMI
1115,199,2023-09-29,323768.24,98024.64,225743.6,0,NEFT,Late,Regular EMI
1116,349,2023-12-22,9263.22,3637.3,3625.92,2000,NACH Auto-Debit,Paid,Late payment fee applied
1117,273,2024-06-07,131926.44,57848.37,72078.07,2000,UPI,Late,Late payment fee applied
1118,124,2024-04-11,49936.07,23641.4,26294.67,0,Cheque,Paid,Regular EMI
1119,182,2024-11-10,22802.14,9819.11,12983.03,0,Cash,Paid,Regular EMI
1120,111,2021-06-26,41581.34,12708.93,28372.41,500,Net Banking,Paid,Late payment fee applied
1121,311,2023-02-08,14674.01,5520.26,9153.75,0,Cash,Paid,Regular EMI
1122,94,2022-08-26,58017.85,34127.34,23890.51,0,Net Banking,Paid,Regular EMI
1123,215,2021-09-02,9225.14,5139.9,3585.24,500,Net Banking,Paid,Late payment fee applied
1124,12,2023-08-05,109602.15,58976.3,50625.85,0,Cash,Paid,Regular EMI
1125,176,2024-09-30,103190.61,32600.13,70590.48,0,UPI,Paid,Regular EMI
1126,10,2024-02-05,3753.33,2210.09,1543.24,0,UPI,Paid,Regular EMI
1127,37,2024-11-28,3849.81,811.92,1037.89,2000,Net Banking,Paid,Late payment fee applied
1128,130,2021-03-04,52203.81,15859.2,36344.61,0,Net Banking,Paid,Regular EMI
1129,155,2024-11-23,14705.51,8762.31,5943.2,0,UPI,Late,Regular EMI
1130,164,2023-03-02,4638.46,1847.9,2790.56,0,NEFT,Paid,Regular EMI
1131,97,2024-09-10,356411.09,179433.86,176977.23,0,NACH Auto-Debit,Late,Regular EMI
1132,111,2024-03-12,41081.34,24254.52,16826.82,0,NACH Auto-Debit,Paid,Regular EMI
1133,6,2024-01-20,82672.52,24742.27,57430.25,500,Cash,Paid,Late payment fee applied
1134,269,2023-12-11,247969.25,118815.62,129153.63,0,NEFT,Late,Regular EMI
1135,241,2024-11-02,11276.27,3876.51,6399.76,1000,Net Banking,Paid,Late payment fee applied
1136,88,2022-12-12,165423.57,89944.05,74479.52,1000,Cash,Paid,Late payment fee applied
1137,337,2024-07-31,12396.4,3999.63,7396.77,1000,Cash,Paid,Late payment fee applied
1138,252,2025-03-12,18686.45,6917.46,11768.99,0,UPI,Paid,Regular EMI
1139,345,2025-01-08,397779.97,234798.74,162981.23,0,Cheque,Late,Regular EMI
1140,70,2022-07-26,557011.05,301633.76,255377.29,0,UPI,Paid,Regular EMI
1141,70,2024-02-07,559011.05,172673.25,384337.8,2000,Cash,Paid,Late payment fee applied
1142,38,2024-06-09,106764.25,46674.06,60090.19,0,NACH Auto-Debit,Bounced,Regular EMI
1143,43,2024-10-03,64607.59,24543.96,38063.63,2000,Net Banking,Paid,Late payment fee applied
1144,146,2024-11-28,58797.02,25392.29,31404.73,2000,NEFT,Paid,Late payment fee applied
1145,299,2023-05-01,122659.3,55601.93,67057.37,0,Net Banking,Paid,Regular EMI
1146,3,2025-02-01,63504.23,22561.15,38943.08,2000,NACH Auto-Debit,Late,Late payment fee applied
1147,246,2024-05-11,11879.02,5790.92,5088.1,1000,Cheque,Paid,Late payment fee applied
1148,292,2025-01-12,89359.6,48180.44,41179.16,0,NACH Auto-Debit,Paid,Regular EMI
1149,333,2022-01-14,70283.7,37406.62,32377.08,500,Net Banking,Paid,Late payment fee applied
1150,101,2024-12-26,20652.61,7337.33,13315.28,0,NACH Auto-Debit,Paid,Regular EMI
1151,50,2025-02-28,2285.61,1304.05,981.56,0,Cash,Paid,Regular EMI
1152,294,2024-10-10,4131.58,2205.46,1926.12,0,Cash,Paid,Regular EMI
1153,319,2024-12-03,27145.22,13282.66,13862.56,0,Net Banking,Paid,Regular EMI
1154,175,2023-11-27,20617.9,7350.56,13267.34,0,NACH Auto-Debit,Paid,Regular EMI
1155,287,2025-01-13,40867.96,21169.92,18698.04,1000,Cheque,Paid,Late payment fee applied
1156,81,2024-09-05,98503.25,43745.31,52757.94,2000,Net Banking,Paid,Late payment fee applied
1157,118,2025-02-20,1026.79,537.43,489.36,0,Cheque,Paid,Regular EMI
1158,246,2023-02-13,12879.02,4140.53,6738.49,2000,NEFT,Paid,Late payment fee applied
1159,328,2021-07-31,152151.69,74072.12,78079.57,0,Cheque,Paid,Regular EMI
1160,22,2021-12-25,456025.07,208225.85,247799.22,0,NACH Auto-Debit,Paid,Regular EMI
1161,110,2022-08-19,8639.28,3724.35,4914.93,0,NEFT,Paid,Regular EMI
1162,266,2023-08-21,150382.49,56021.92,94360.57,0,NACH Auto-Debit,Paid,Regular EMI
1163,202,2024-09-11,12764.2,5105.9,6658.3,1000,UPI,Paid,Late payment fee applied
1164,46,2022-07-26,68877.13,39320.63,29556.5,0,Cheque,Paid,Regular EMI
1165,146,2024-11-12,56797.02,27401.92,29395.1,0,UPI,Paid,Regular EMI
1166,65,2024-01-15,119582.11,38578.68,80003.43,1000,Net Banking,Paid,Late payment fee applied
1167,284,2024-06-22,4717.79,1540.43,3177.36,0,UPI,Paid,Regular EMI
1168,5,2025-02-24,7406.08,3989.34,3416.74,0,UPI,Paid,Regular EMI
1169,125,2022-08-04,3725.33,1279.8,1945.53,500,Cheque,Paid,Late payment fee applied
1170,102,2020-10-16,162418.64,85944.99,75973.65,500,NACH Auto-Debit,Paid,Late payment fee applied
1171,2,2024-09-11,890.47,378.71,511.76,0,NACH Auto-Debit,Paid,Regular EMI
1172,337,2021-02-03,11896.4,6333.08,5063.32,500,Net Banking,Paid,Late payment fee applied
1173,344,2024-09-09,19537.74,8579.89,10957.85,0,NACH Auto-Debit,Paid,Regular EMI
1174,23,2022-06-21,3344.33,1711.79,1632.54,0,NEFT,Late,Regular EMI
1175,47,2025-03-19,76451.59,28270.37,48181.22,0,Net Banking,Paid,Regular EMI
1176,119,2024-09-14,3534.34,1055.52,1978.82,500,Net Banking,Paid,Late payment fee applied
1177,112,2025-02-06,22899.23,10263.28,12635.95,0,Cheque,Paid,Regular EMI
1178,187,2024-08-14,11882.32,3698.79,8183.53,0,NEFT,Paid,Regular EMI
1179,175,2021-05-14,20617.9,11467.53,9150.37,0,Net Banking,Paid,Regular EMI
1180,283,2022-03-20,202230.2,75515.6,125714.6,1000,Net Banking,Late,Late payment fee applied
1181,128,2025-02-12,7397.9,2624.98,2772.92,2000,NEFT,Paid,Late payment fee applied
1182,298,2024-07-30,3833.45,1035.15,1798.3,1000,NEFT,Paid,Late payment fee applied
1183,27,2025-01-01,33858.81,16227.02,15631.79,2000,Cash,Paid,Late payment fee applied
1184,44,2023-10-27,4324.61,1751.29,2573.32,0,NACH Auto-Debit,Paid,Regular EMI
1185,255,2022-12-01,7471.53,3648.25,3823.28,0,Cash,Late,Regular EMI
1186,43,2024-10-26,63107.59,33009.42,29598.17,500,UPI,Paid,Late payment fee applied
1187,319,2024-08-02,27645.22,13524.28,13620.94,500,NACH Auto-Debit,Paid,Late payment fee applied
1188,204,2024-12-11,4637.21,2696.74,1940.47,0,Cash,Paid,Regular EMI
1189,97,2024-05-11,356911.09,131347.35,225063.74,500,Net Banking,Paid,Late payment fee applied
1190,153,2025-02-03,13455.5,6473.22,6982.28,0,UPI,Paid,Regular EMI
1191,97,2025-03-31,356411.09,184812.9,171598.19,0,Cheque,Paid,Regular EMI
1192,147,2024-03-14,8730.82,5032.83,3697.99,0,UPI,Bounced,Regular EMI
1193,248,2024-10-16,80874.41,35342.3,45532.11,0,NEFT,Late,Regular EMI
1194,104,2022-07-04,66997.62,27775.86,38221.76,1000,Cash,Paid,Late payment fee applied
1195,97,2024-02-29,357411.09,205259.75,151151.34,1000,Cash,Paid,Late payment fee applied
1196,344,2024-09-03,19537.74,8844.43,10693.31,0,Cheque,Paid,Regular EMI
1197,211,2023-03-15,27963.59,15366.18,12597.41,0,Cheque,Paid,Regular EMI
1198,225,2022-01-07,8935.46,5276.65,3658.81,0,Cash,Paid,Regular EMI
1199,152,2022-02-22,5465.27,1872.29,3592.98,0,NACH Auto-Debit,Paid,Regular EMI
1200,286,2024-06-23,25918.26,8804.22,16614.04,500,Net Banking,Paid,Late payment fee applied
1201,210,2023-10-21,94950.18,51015.76,43934.42,0,Cash,Paid,Regular EMI
1202,103,2024-10-25,77536.67,26223.79,49312.88,2000,NACH Auto-Debit,Late,Late payment fee applied
1203,134,2024-06-02,4318.98,2093.48,2225.5,0,Cheque,Paid,Regular EMI
1204,10,2023-06-22,4753.33,2237.65,1515.68,1000,Cheque,Paid,Late payment fee applied
1205,200,2023-08-19,36744.2,12315.02,24429.18,0,NACH Auto-Debit,Paid,Regular EMI
1206,164,2025-01-12,4638.46,1405.32,3233.14,0,NACH Auto-Debit,Paid,Regular EMI
1207,267,2025-01-17,12187.6,3068.62,7118.98,2000,Cheque,Paid,Late payment fee applied
1208,266,2024-10-28,150382.49,83137.82,67244.67,0,UPI,Paid,Regular EMI
1209,12,2021-09-25,109602.15,48193.01,61409.14,0,Net Banking,Paid,Regular EMI
1210,24,2024-12-22,21958.03,12229.99,8728.04,1000,NEFT,Paid,Late payment fee applied
1211,167,2024-08-17,24778.43,12434.29,11344.14,1000,NEFT,Paid,Late payment fee applied
1212,330,2023-08-15,4766.2,1786.27,2979.93,0,Net Banking,Paid,Regular EMI
1213,216,2025-03-01,32173.34,12361.39,19311.95,500,UPI,Paid,Late payment fee applied
1214,141,2024-02-09,152583.05,50673.48,99909.57,2000,NACH Auto-Debit,Paid,Late payment fee applied
